Full Name,First Name,Last Name,Specialty,Parent Organization Name,City,State,Zip,Target,Priority,Territory Description,Product1 Sales 2025,Total Product1 Scripts 2025,Total Product2 Scripts 2025,Product1 Sales JAN 2025,Change in Product1 Scripts JAN 24-25,Change in Product1 Scripts 24 vs 25,Product1 Sales 2024,Total Product1 Scripts 2024,Total Product2 Scripts 2024,Product1 Sales JAN 2024,Product1 Sales 2024.1,Product1 Sales 2019,Total Product1 Scripts 2019,Total Product2 Scripts 2019,Full_Address,Latitude,Longitude
FirstName90 LastName90,FirstName90,LastName90,Specialty5,ATRIUM HEALTH CARMEL FAMILY PHYSICIANS,CHARLOTTE,NC,29345,Prospect,3,"RDU, NC",41,347,34,53,3,3,544,402,58,2,211,104,613,56,"10000 PARK CEDAR DR, CHARLOTTE, NC 28210",35.0927172,-80.8662236
FirstName91 LastName91,FirstName91,LastName91,Specialty10,ATRIUM HEALTH PRIMARY CARE SHILAND FAMILY MEDICINE,CHARLOTTE,NC,26654,,1,"RDU, NC",49,337,21,10,0,71,296,9,54,61,103,296,373,30,"10000 PARK CEDAR DR, CHARLOTTE, NC 28210",35.0927172,-80.8662236
FirstName92 LastName92,FirstName92,LastName92,Specialty1,ATRIUM HEALTH CARMEL FAMILY PHYSICIANS,CHARLOTTE,NC,28422,,0,"RDU, NC",198,243,25,21,3,-3,145,618,56,41,198,613,637,5,"10000 PARK CEDAR DR, CHARLOTTE, NC 28210",35.0927172,-80.8662236
FirstName93 LastName93,FirstName93,LastName93,Specialty7,ATRIUM HEALTH MERCY,CHARLOTTE,NC,27415,,0,"RDU, NC",357,412,12,4,1,-2,657,407,14,29,288,105,92,52,"10000 PARK CEDAR DR, CHARLOTTE, NC 28210",35.0927172,-80.8662236
FirstName94 LastName94,FirstName94,LastName94,Specialty3,ATRIUM HEALTH CARMEL FAMILY PHYSICIANS,CHARLOTTE,NC,24783,,2,"RDU, NC",26,17,10,29,-3,-44,203,224,78,51,178,632,60,30,"10000 PARK CEDAR DR, CHARLOTTE, NC 28210",35.0927172,-80.8662236
FirstName95 LastName95,FirstName95,LastName95,Specialty8,ATRIUM HEALTH CARMEL FAMILY PHYSICIANS,CHARLOTTE,NC,26321,Prospect,2,"RDU, NC",56,22,35,67,-10,-16,24,534,60,65,244,410,50,27,"10000 PARK CEDAR DR, CHARLOTTE, NC 28210",35.0927172,-80.8662236
FirstName96 LastName96,FirstName96,LastName96,Specialty7,ATRIUM HEALTH CAROLINAS MEDICAL CENTER,CHARLOTTE,NC,25994,,2,"RDU, NC",220,99,41,32,-4,50,233,165,3,66,128,160,239,14,"10000 PARK CEDAR DR, CHARLOTTE, NC 28210",35.0927172,-80.8662236
FirstName97 LastName97,FirstName97,LastName97,Specialty4,ATRIUM HEALTH CARMEL FAMILY PHYSICIANS,CHARLOTTE,NC,28351,,1,"RDU, NC",32,312,44,11,-12,34,677,428,18,43,18,76,281,8,"10000 PARK CEDAR DR, CHARLOTTE, NC 28210",35.0927172,-80.8662236
FirstName98 LastName98,FirstName98,LastName98,Specialty2,ATRIUM HEALTH CARMEL FAMILY PHYSICIANS,CHARLOTTE,NC,24754,,2,"RDU, NC",195,332,15,13,-10,80,411,655,20,57,76,333,459,7,"10000 PARK CEDAR DR, CHARLOTTE, NC 28210",35.0927172,-80.8662236
FirstName99 LastName99,FirstName99,LastName99,Specialty9,ATRIUM HEALTH CARMEL FAMILY PHYSICIANS,CHARLOTTE,NC,29498,Target,2,"RDU, NC",345,136,10,27,-8,-17,1,34,63,29,336,498,44,31,"10000 PARK CEDAR DR, CHARLOTTE, NC 28210",35.0927172,-80.8662236
FirstName100 LastName100,FirstName100,LastName100,Specialty5,"CARY PEDIATRIC CENTER, PA",CARY,NC,25601,,2,"RDU, NC",360,110,28,61,-2,27,346,683,35,28,342,357,335,40,"1001 CRESCENT GREEN, CARY, NC 27518",35.73222,-78.7782094
FirstName101 LastName101,FirstName101,LastName101,Specialty7,"CARY PEDIATRIC CENTER, PA",CARY,NC,26470,,0,"RDU, NC",328,242,42,72,-7,-33,335,568,92,32,299,211,429,25,"1001 CRESCENT GREEN, CARY, NC 27518",35.73222,-78.7782094
FirstName102 LastName102,FirstName102,LastName102,Specialty7,"CARY PEDIATRIC CENTER, PA",CARY,NC,25899,,2,"RDU, NC",246,161,39,2,0,-11,337,578,14,64,86,35,253,29,"1001 CRESCENT GREEN, CARY, NC 27518",35.73222,-78.7782094
FirstName103 LastName103,FirstName103,LastName103,Specialty5,"CARY PEDIATRIC CENTER, PA",CARY,NC,28608,,1,"RDU, NC",89,50,32,41,5,-74,306,678,20,52,72,384,546,8,"1001 CRESCENT GREEN, CARY, NC 27518",35.73222,-78.7782094
FirstName104 LastName104,FirstName104,LastName104,Specialty8,"CARY PEDIATRIC CENTER, PA",CARY,NC,27420,Prospect,1,"RDU, NC",85,241,34,68,5,-8,111,246,1,45,59,486,329,13,"1001 CRESCENT GREEN, CARY, NC 27518",35.73222,-78.7782094
FirstName105 LastName105,FirstName105,LastName105,Specialty1,"CARY PEDIATRIC CENTER, PA",CARY,NC,24846,,3,"RDU, NC",165,27,30,25,5,-73,224,59,42,40,273,542,645,56,"1001 CRESCENT GREEN, CARY, NC 27518",35.73222,-78.7782094
FirstName106 LastName106,FirstName106,LastName106,Specialty1,"CARY PEDIATRIC CENTER, PA",CARY,NC,27423,,2,"RDU, NC",135,397,17,55,5,34,343,344,64,72,313,524,172,33,"1001 CRESCENT GREEN, CARY, NC 27518",35.73222,-78.7782094
FirstName107 LastName107,FirstName107,LastName107,Specialty6,"CARY PEDIATRIC CENTER, PA",CARY,NC,25085,,0,"RDU, NC",204,55,7,59,3,3,100,635,37,58,197,565,230,58,"1001 CRESCENT GREEN, CARY, NC 27518",35.73222,-78.7782094
FirstName108 LastName108,FirstName108,LastName108,Specialty2,AVANCE CARE NORTH WAKE FOREST,WAKE FOREST,NC,29537,,2,"RDU, NC",330,198,46,52,-2,-66,52,348,8,10,255,464,251,21,"1001 STADIUM DR, WAKE FOREST, NC 27587",35.9897934,-78.52805029999999
FirstName109 LastName109,FirstName109,LastName109,Specialty10,AVANCE CARE NORTH WAKE FOREST,WAKE FOREST,NC,26267,,2,"RDU, NC",234,300,11,12,-13,62,59,118,64,6,162,558,577,16,"1001 STADIUM DR, WAKE FOREST, NC 27587",35.9897934,-78.52805029999999
FirstName110 LastName110,FirstName110,LastName110,Specialty8,AVANCE CARE NORTH WAKE FOREST,WAKE FOREST,NC,25526,,3,"RDU, NC",244,284,35,50,-9,80,84,503,68,49,145,424,13,56,"1001 STADIUM DR, WAKE FOREST, NC 27587",35.9897934,-78.52805029999999
FirstName111 LastName111,FirstName111,LastName111,Specialty3,,APEX,NC,25062,,0,"RDU, NC",382,257,19,66,-13,-29,185,337,64,30,37,357,396,44,"1001 W WILLIAMS ST, APEX, NC 27502",35.7409518,-78.8685898
FirstName112 LastName112,FirstName112,LastName112,Specialty4,CENTRAL PRISON HEALTHCARE COMPLEX,RALEIGH,NC,26189,,0,"RDU, NC",152,236,39,66,6,6,465,575,6,24,128,613,267,55,"10010 FALLS OF NEUSE RD, RALEIGH, NC 27614",35.9083767,-78.5977535
FirstName113 LastName113,FirstName113,LastName113,Specialty6,WAKEMED NORTH FAMILY AND WOMENS HOSPITAL,RALEIGH,NC,24702,Target,1,"RDU, NC",246,90,37,35,-7,-26,341,6,90,18,179,403,303,31,"10010 FALLS OF NEUSE RD, RALEIGH, NC 27614",35.9083767,-78.5977535
FirstName114 LastName114,FirstName114,LastName114,Specialty4,CENTRAL PRISON HEALTHCARE COMPLEX,RALEIGH,NC,27586,,3,"RDU, NC",127,253,0,67,-3,-55,387,33,38,69,63,394,136,51,"10010 FALLS OF NEUSE RD, RALEIGH, NC 27614",35.9083767,-78.5977535
FirstName115 LastName115,FirstName115,LastName115,Specialty2,CENTRAL PRISON HEALTHCARE COMPLEX,RALEIGH,NC,27462,Prospect,0,"RDU, NC",108,256,25,25,-6,71,336,488,65,7,140,347,260,11,"10010 FALLS OF NEUSE RD, RALEIGH, NC 27614",35.9083767,-78.5977535
FirstName116 LastName116,FirstName116,LastName116,Specialty8,CENTRAL PRISON HEALTHCARE COMPLEX,RALEIGH,NC,27124,,2,"RDU, NC",132,321,33,65,-4,-33,489,485,50,18,7,83,33,61,"10010 FALLS OF NEUSE RD, RALEIGH, NC 27614",35.9083767,-78.5977535
FirstName117 LastName117,FirstName117,LastName117,Specialty9,CENTRAL PRISON HEALTHCARE COMPLEX,RALEIGH,NC,29498,,1,"RDU, NC",352,160,2,43,-9,27,534,210,37,37,220,429,626,25,"10010 FALLS OF NEUSE RD, RALEIGH, NC 27614",35.9083767,-78.5977535
FirstName118 LastName118,FirstName118,LastName118,Specialty8,WAKEMED NORTH RALEIGH PRIMARY CARE,RALEIGH,NC,28812,,1,"RDU, NC",12,145,28,43,0,28,506,137,53,55,75,414,567,42,"10010 FALLS OF NEUSE RD, RALEIGH, NC 27614",35.9083767,-78.5977535
FirstName119 LastName119,FirstName119,LastName119,Specialty6,CENTRAL PRISON HEALTHCARE COMPLEX,RALEIGH,NC,24821,,3,"RDU, NC",329,259,15,79,-11,29,581,409,95,49,155,67,283,48,"10010 FALLS OF NEUSE RD, RALEIGH, NC 27614",35.9083767,-78.5977535
FirstName120 LastName120,FirstName120,LastName120,Specialty6,SELECT SPECIALTY HOSPITAL DURHAM,RALEIGH,NC,29117,Target,3,"RDU, NC",418,193,34,2,4,-2,682,535,26,44,54,125,200,51,"10010 FALLS OF NEUSE RD, RALEIGH, NC 27614",35.9083767,-78.5977535
FirstName121 LastName121,FirstName121,LastName121,Specialty5,CONE HEALTH WOMENS AND CHILDRENS CENTER AT MOSES CONE HOSPITAL,GREENSBORO,NC,24745,,0,"RDU, NC",390,343,27,45,-1,-12,193,268,84,5,250,204,193,27,"1002 N CHURCH ST, GREENSBORO, NC 27401",36.088522,-79.7837843
FirstName122 LastName122,FirstName122,LastName122,Specialty3,HEALTH EXCHANGE CONCIERGE MEDICINE,CHARLOTTE,NC,24647,,3,"RDU, NC",270,420,51,38,-7,-43,661,142,56,42,263,248,371,32,"10021 PARK CEDAR DR, CHARLOTTE, NC 28210",35.09228660000001,-80.8640111
FirstName123 LastName123,FirstName123,LastName123,Specialty3,ATRIUM HEALTH PRIMARY CARE EDISON SQUARE FAMILY MEDICINE,CONCORD,NC,25085,,0,"RDU, NC",318,256,4,54,7,63,644,635,5,63,305,536,595,0,"10030 EDISON SQUARE DR NW, CONCORD, NC 28027",35.4027307,-80.759018
FirstName124 LastName124,FirstName124,LastName124,Specialty6,NOVANT HEALTH HEMBY CHILDRENS HOSPITAL,HUNTERSVILLE,NC,26499,,0,"RDU, NC",326,305,38,46,-9,24,110,364,85,31,190,17,43,13,"10030 GILEAD RD, HUNTERSVILLE, NC 28078",35.4064495,-80.86017869999999
FirstName125 LastName125,FirstName125,LastName125,Specialty8,NOVANT HEALTH HUNTERSVILLE ADULT MEDICINE,HUNTERSVILLE,NC,25383,,2,"RDU, NC",185,207,0,10,-5,-41,454,201,73,38,166,633,554,24,"10030 GILEAD RD, HUNTERSVILLE, NC 28078",35.4064495,-80.86017869999999
FirstName126 LastName126,FirstName126,LastName126,Specialty8,NOVANT HEALTH HUNTERSVILLE ADULT MEDICINE,HUNTERSVILLE,NC,27873,,1,"RDU, NC",374,4,31,7,-2,-74,544,379,56,38,327,355,94,45,"10030 GILEAD RD, HUNTERSVILLE, NC 28078",35.4064495,-80.86017869999999
FirstName127 LastName127,FirstName127,LastName127,Specialty10,NOVANT HEALTH HUNTERSVILLE ADULT MEDICINE,HUNTERSVILLE,NC,28205,,3,"RDU, NC",387,352,20,3,-6,22,457,313,29,8,278,480,595,13,"10030 GILEAD RD, HUNTERSVILLE, NC 28078",35.4064495,-80.86017869999999
FirstName128 LastName128,FirstName128,LastName128,Specialty6,"ZORET, CAROL, OFFICE",CHARLOTTE,NC,27884,,1,"RDU, NC",128,307,43,12,-10,-61,560,20,15,53,265,391,467,9,"10030 PARK CEDAR DR, CHARLOTTE, NC 28210",35.0921501,-80.86630889999999
FirstName129 LastName129,FirstName129,LastName129,Specialty2,AVANCE PRIMARY CARE HOLLY SPRINGS,HOLLY SPRINGS,NC,26526,,3,"RDU, NC",210,57,0,23,-10,-37,406,611,11,20,11,499,405,35,"1004 WERRINGTON DR, HOLLY SPRINGS, NC 27540",35.6370113,-78.8299913
FirstName130 LastName130,FirstName130,LastName130,Specialty3,,WEST JEFFERSON,NC,29284,,1,"RDU, NC",97,353,39,24,7,2,443,310,89,6,110,254,147,31,"1006 S JEFFERSON AVE, WEST JEFFERSON, NC 28694",36.3910885,-81.48833119999999
FirstName131 LastName131,FirstName131,LastName131,Specialty8,,WEST JEFFERSON,NC,24972,,2,"RDU, NC",3,207,14,70,3,-52,261,491,91,12,191,57,205,4,"1006 S JEFFERSON AVE, WEST JEFFERSON, NC 28694",36.3910885,-81.48833119999999
FirstName132 LastName132,FirstName132,LastName132,Specialty6,GREENVILLE OBGYN,GREENVILLE,NC,28765,,2,"RDU, NC",327,411,21,27,4,18,640,645,92,33,100,288,73,50,"101 BETHESDA DR, GREENVILLE, NC 27834",35.6055362,-77.41711049999999
FirstName133 LastName133,FirstName133,LastName133,Specialty1,WAKE COUNTY PUBLIC HEALTH ID CLINIC,RALEIGH,NC,26789,Target,0,"RDU, NC",109,82,30,34,-3,68,135,315,52,58,142,559,88,36,"101 BRAID CT, RALEIGH, NC 27603",35.6637669,-78.6742737
FirstName134 LastName134,FirstName134,LastName134,Specialty10,,CONCORD,NC,26422,,1,"RDU, NC",417,283,46,58,-9,-40,570,131,51,43,296,105,362,50,"101 CABARRUS AVE E, CONCORD, NC 28025",35.4129639,-80.5784346
FirstName135 LastName135,FirstName135,LastName135,Specialty2,WAKEMED PRIMARY CARE HOLLY SPRINGS,HOLLY SPRINGS,NC,27876,,2,"RDU, NC",267,401,40,46,6,9,160,143,22,15,32,10,219,45,"101 COTTEN LN, HOLLY SPRINGS, NC 27540",35.6444716,-78.83750540000001
FirstName136 LastName136,FirstName136,LastName136,Specialty3,WAKEMED PRIMARY CARE HOLLY SPRINGS,HOLLY SPRINGS,NC,27406,,1,"RDU, NC",32,179,12,48,2,-77,74,332,36,48,257,399,48,7,"101 COTTEN LN, HOLLY SPRINGS, NC 27540",35.6444716,-78.83750540000001
FirstName137 LastName137,FirstName137,LastName137,Specialty1,WAKEMED PRIMARY CARE HOLLY SPRINGS,HOLLY SPRINGS,NC,25477,,0,"RDU, NC",134,104,32,60,-8,64,280,102,34,65,203,37,569,48,"101 COTTEN LN, HOLLY SPRINGS, NC 27540",35.6444716,-78.83750540000001
FirstName138 LastName138,FirstName138,LastName138,Specialty9,"KENLY MEDICAL ASSOCIATES, PA",KENLY,NC,27210,,1,"RDU, NC",87,33,28,34,-10,-3,108,331,21,2,103,363,289,42,"101 E 2ND ST, KENLY, NC 27542",35.5937684,-78.1234017
FirstName139 LastName139,FirstName139,LastName139,Specialty5,ATRIUM HEALTH NORTH CHARLOTTE MEDICAL SPECIALISTS UNIVERSITY,CHARLOTTE,NC,29377,,1,"RDU, NC",250,334,48,8,-6,59,111,21,36,40,106,458,247,58,"101 E W T HARRIS BLVD, CHARLOTTE, NC 28262",35.3053734,-80.74707939999999
FirstName140 LastName140,FirstName140,LastName140,Specialty10,ATRIUM HEALTH CAROLINAS MEDICAL CENTER,CHARLOTTE,NC,24637,,3,"RDU, NC",220,11,50,33,-12,-62,261,589,59,14,85,35,385,52,"101 E W T HARRIS BLVD, CHARLOTTE, NC 28262",35.3053734,-80.74707939999999
FirstName141 LastName141,FirstName141,LastName141,Specialty7,ATRIUM HEALTH UNIVERSITY CITY,CHARLOTTE,NC,28451,,0,"RDU, NC",408,404,23,51,-9,-51,316,332,87,57,220,192,608,35,"101 E W T HARRIS BLVD, CHARLOTTE, NC 28262",35.3053734,-80.74707939999999
FirstName142 LastName142,FirstName142,LastName142,Specialty6,ATRIUM HEALTH NORTH CHARLOTTE MEDICAL SPECIALISTS UNIVERSITY,CHARLOTTE,NC,25841,,3,"RDU, NC",195,397,42,66,-1,30,617,87,100,39,163,416,74,6,"101 E W T HARRIS BLVD, CHARLOTTE, NC 28262",35.3053734,-80.74707939999999
FirstName143 LastName143,FirstName143,LastName143,Specialty5,ATRIUM HEALTH NORTH CHARLOTTE MEDICAL SPECIALISTS UNIVERSITY,CHARLOTTE,NC,28925,Target,2,"RDU, NC",221,62,6,48,0,-59,105,634,23,24,26,303,75,18,"101 E W T HARRIS BLVD, CHARLOTTE, NC 28262",35.3053734,-80.74707939999999
FirstName144 LastName144,FirstName144,LastName144,Specialty7,ECU PHYSICIANS MONK GERIATRIC CENTER,GREENVILLE,NC,26704,,0,"RDU, NC",374,404,49,43,3,38,364,177,56,46,189,412,515,30,"101 HEART DR, GREENVILLE, NC 27834",35.6111483,-77.40865210000001
FirstName145 LastName145,FirstName145,LastName145,Specialty7,KIDS CARE PEDIATRICS,SMITHFIELD,NC,25809,,2,"RDU, NC",35,126,40,10,-10,-41,244,280,25,59,246,406,422,51,"101 KELLIE DR, SMITHFIELD, NC 27577",35.5312648,-78.3250235
FirstName146 LastName146,FirstName146,LastName146,Specialty9,"ATLANTIC INTEGRATED HEALTH, INC",MORRISVILLE,NC,26068,,3,"RDU, NC",263,379,15,28,-7,5,57,534,61,44,310,85,206,5,"101 LATTNER CT, MORRISVILLE, NC 27560",35.8312476,-78.8529064
FirstName147 LastName147,FirstName147,LastName147,Specialty1,CAROLINA PRIMARY CARE,MORRISVILLE,NC,25449,,2,"RDU, NC",422,284,27,57,-10,18,95,637,89,12,224,298,480,39,"101 LATTNER CT, MORRISVILLE, NC 27560",35.8312476,-78.8529064
FirstName148 LastName148,FirstName148,LastName148,Specialty3,THE UNC FAMILY MEDICINE CENTER AT CHAPEL HILL,CHAPEL HILL,NC,27557,,1,"RDU, NC",359,36,6,13,5,-59,575,659,22,34,75,434,490,52,"101 MANNING DR, CHAPEL HILL, NC 27514",35.9049965,-79.0508225
FirstName149 LastName149,FirstName149,LastName149,Specialty4,UNC HOSPITALS,CHAPEL HILL,NC,27377,,0,"RDU, NC",345,333,12,5,3,-34,324,611,30,47,237,547,478,20,"101 MANNING DR, CHAPEL HILL, NC 27514",35.9049965,-79.0508225
FirstName150 LastName150,FirstName150,LastName150,Specialty7,NORTH CAROLINA CHILDRENS HOSPITAL,CHAPEL HILL,NC,27773,,0,"RDU, NC",413,222,0,21,6,33,534,655,80,67,113,641,24,30,"101 MANNING DR, CHAPEL HILL, NC 27514",35.9049965,-79.0508225
FirstName151 LastName151,FirstName151,LastName151,Specialty6,THE UNC FAMILY MEDICINE CENTER AT CHAPEL HILL,CHAPEL HILL,NC,28107,,0,"RDU, NC",7,35,25,68,-2,-23,296,69,14,46,241,596,88,27,"101 MANNING DR, CHAPEL HILL, NC 27514",35.9049965,-79.0508225
FirstName152 LastName152,FirstName152,LastName152,Specialty7,NORTH CAROLINA CHILDRENS HOSPITAL,CHAPEL HILL,NC,24588,,3,"RDU, NC",52,242,26,37,-5,17,7,45,79,37,214,613,35,24,"101 MANNING DR, CHAPEL HILL, NC 27514",35.9049965,-79.0508225
FirstName153 LastName153,FirstName153,LastName153,Specialty9,DUKE PRIMARY CARE SOUTH DURHAM,CHAPEL HILL,NC,25113,,2,"RDU, NC",234,70,47,56,-13,-35,665,371,17,17,126,285,622,45,"101 MANNING DR, CHAPEL HILL, NC 27514",35.9049965,-79.0508225
FirstName154 LastName154,FirstName154,LastName154,Specialty10,UNC SCHOOL OF MEDICINE DEPARTMENT OF PHYSICAL MEDICINE AND REHABILITATION,CHAPEL HILL,NC,27771,,1,"RDU, NC",370,258,43,75,-12,-21,318,288,75,45,334,435,349,8,"101 MANNING DR, CHAPEL HILL, NC 27514",35.9049965,-79.0508225
FirstName155 LastName155,FirstName155,LastName155,Specialty9,DUKE UNIVERSITY HOSPITAL,CHAPEL HILL,NC,29288,,2,"RDU, NC",141,183,6,23,5,-19,615,335,87,0,257,429,362,25,"101 MANNING DR, CHAPEL HILL, NC 27514",35.9049965,-79.0508225
FirstName156 LastName156,FirstName156,LastName156,Specialty2,UNC HOSPITALS,CHAPEL HILL,NC,25490,,3,"RDU, NC",66,101,25,73,4,41,461,94,56,56,1,489,310,42,"101 MANNING DR, CHAPEL HILL, NC 27514",35.9049965,-79.0508225
FirstName157 LastName157,FirstName157,LastName157,Specialty4,THE UNC FAMILY MEDICINE CENTER AT CHAPEL HILL,CHAPEL HILL,NC,28501,,0,"RDU, NC",146,305,29,42,-12,42,370,493,9,67,1,259,204,24,"101 MANNING DR, CHAPEL HILL, NC 27514",35.9049965,-79.0508225
FirstName158 LastName158,FirstName158,LastName158,Specialty5,UNC HOSPITALS,CHAPEL HILL,NC,28295,,0,"RDU, NC",325,214,46,39,-2,-10,417,76,60,69,295,332,457,25,"101 MANNING DRIVE CLUB 7594, CHAPEL HILL, NC 27599",35.9049965,-79.0508225
FirstName159 LastName159,FirstName159,LastName159,Specialty10,AFC URGENT CARE CARY,CARY,NC,29254,,2,"RDU, NC",346,83,5,53,-5,57,368,114,45,60,317,63,132,3,"101 MAYNARD CROSSING CT, CARY, NC 27513",35.7859935,-78.8103233
FirstName160 LastName160,FirstName160,LastName160,Specialty2,WAKEMED CARY HOSPITAL,CARY,NC,25286,,0,"RDU, NC",94,251,30,41,-6,66,347,242,61,28,163,489,175,0,"101 MAYNARD CROSSING CT, CARY, NC 27513",35.7859935,-78.8103233
FirstName161 LastName161,FirstName161,LastName161,Specialty3,JOHNSTON HEALTH SERVICES CORP,CLAYTON,NC,27779,,1,"RDU, NC",249,356,36,24,-7,10,602,244,79,13,70,514,624,53,"101 WINDING WOOD DR, CLAYTON, NC 27520",35.6376793,-78.4846846
FirstName162 LastName162,FirstName162,LastName162,Specialty5,CENTER FOR RURAL HEALTH INNOVATIONS,BURNSVILLE,NC,28126,,3,"RDU, NC",200,128,22,14,-9,64,46,329,86,66,119,595,558,58,"1010 HANNAH BRANCH RD, BURNSVILLE, NC 28714",35.82067,-82.18708
FirstName163 LastName163,FirstName163,LastName163,Specialty3,MINUTECLINIC,ARCHDALE,NC,27023,,0,"RDU, NC",51,208,21,49,1,-23,571,608,5,5,228,434,240,49,"10100 S MAIN ST, ARCHDALE, NC 27263",35.9017776,-79.951053
FirstName164 LastName164,FirstName164,LastName164,Specialty5,NOVANT HEALTH MATTHEWS MEDICAL CENTER,MATTHEWS,NC,27560,,2,"RDU, NC",106,205,30,56,4,-32,683,475,28,55,51,49,434,25,"1013 CHESTNUT LN, MATTHEWS, NC 28104",35.0697486,-80.69782730000001
FirstName165 LastName165,FirstName165,LastName165,Specialty1,,ARCHDALE,NC,26009,,2,"RDU, NC",170,245,42,59,3,-78,297,509,27,66,121,4,185,16,"10188 N MAIN ST, ARCHDALE, NC 27263",35.9068766,-79.95857079999999
FirstName166 LastName166,FirstName166,LastName166,Specialty8,WAKE FOREST BAPTIST HEALTH FAMILY MEDICINE ARCHDALE,ARCHDALE,NC,26135,,3,"RDU, NC",17,38,23,59,-1,-31,275,376,100,55,6,299,365,61,"10188 N MAIN ST, ARCHDALE, NC 27263",35.9068766,-79.95857079999999
FirstName167 LastName167,FirstName167,LastName167,Specialty7,UNC HEALTH BLUE RIDGE MORGANTON,MORGANTON,NC,29412,,2,"RDU, NC",198,36,20,44,-9,26,116,591,72,69,6,591,6,39,"102 DU MONT DR, MORGANTON, NC 28655",35.7473536,-81.7521457
FirstName168 LastName168,FirstName168,LastName168,Specialty4,,CARY,NC,28010,,2,"RDU, NC",238,194,46,44,3,-52,91,33,78,7,106,527,72,49,"102 GLEN ABBEY DR, CARY, NC 27513",35.8043529,-78.8394132
FirstName169 LastName169,FirstName169,LastName169,Specialty8,,NASHVILLE,NC,27524,,3,"RDU, NC",376,374,8,27,5,-18,100,45,2,32,194,619,181,38,"102 S EASTPOINTE AVE, NASHVILLE, NC 27856",35.9687838,-77.9366895
FirstName170 LastName170,FirstName170,LastName170,Specialty6,,LEXINGTON,NC,26641,,0,"RDU, NC",258,185,50,6,6,36,400,418,45,30,148,329,629,9,"102 W MEDICAL PARK DR, LEXINGTON, NC 27292",35.8027994,-80.28784870000001
FirstName171 LastName171,FirstName171,LastName171,Specialty8,,LEXINGTON,NC,27775,,0,"RDU, NC",24,270,24,60,2,5,275,352,55,43,182,580,635,17,"102 W MEDICAL PARK DR, LEXINGTON, NC 27292",35.8027994,-80.28784870000001
FirstName172 LastName172,FirstName172,LastName172,Specialty9,DUKE PRIMARY CARE BRIER CREEK,RALEIGH,NC,27403,,3,"RDU, NC",253,133,12,74,-5,52,173,146,39,36,221,178,173,3,"10208 CERNY ST, RALEIGH, NC 27617",35.9019027,-78.8004768
FirstName173 LastName173,FirstName173,LastName173,Specialty9,,RALEIGH,NC,24751,,3,"RDU, NC",121,67,16,70,-2,41,488,291,70,54,79,244,375,12,"10208 CERNY ST, RALEIGH, NC 27617",35.9019027,-78.8004768
FirstName174 LastName174,FirstName174,LastName174,Specialty8,DUKE PRIMARY CARE BRIER CREEK,RALEIGH,NC,26910,,0,"RDU, NC",409,144,12,27,6,-50,502,26,55,52,141,556,81,28,"10208 CERNY ST, RALEIGH, NC 27617",35.9019027,-78.8004768
FirstName175 LastName175,FirstName175,LastName175,Specialty5,DUKE PRIMARY CARE BRIER CREEK,RALEIGH,NC,27168,Prospect,3,"RDU, NC",341,161,39,0,-13,-16,468,657,92,5,49,373,423,24,"10208 CERNY ST, RALEIGH, NC 27617",35.9019027,-78.8004768
FirstName176 LastName176,FirstName176,LastName176,Specialty8,DUKE PRIMARY CARE BRIER CREEK,RALEIGH,NC,26215,,3,"RDU, NC",291,40,3,51,7,44,583,643,16,70,190,272,307,24,"10208 CERNY ST, RALEIGH, NC 27617",35.9019027,-78.8004768
FirstName177 LastName177,FirstName177,LastName177,Specialty2,DUKE PRIMARY CARE BRIER CREEK,RALEIGH,NC,25889,Prospect,2,"RDU, NC",296,136,21,66,-8,-33,115,157,84,55,223,56,641,11,"10208 CERNY ST, RALEIGH, NC 27617",35.9019027,-78.8004768
FirstName178 LastName178,FirstName178,LastName178,Specialty4,UNC PRIMARY AND SPECIALTY CARE AT BRIER CREEK,RALEIGH,NC,28021,,3,"RDU, NC",360,272,40,40,-9,13,659,573,68,15,58,557,448,18,"10208 CERNY ST, RALEIGH, NC 27617",35.9019027,-78.8004768
FirstName179 LastName179,FirstName179,LastName179,Specialty5,DUKE PRIMARY CARE BRIER CREEK,RALEIGH,NC,27114,,2,"RDU, NC",216,222,14,4,-2,-71,626,39,50,11,247,614,457,60,"10208 CERNY ST, RALEIGH, NC 27617",35.9019027,-78.8004768
FirstName180 LastName180,FirstName180,LastName180,Specialty9,DUKE PRIMARY CARE BRIER CREEK,RALEIGH,NC,25863,,1,"RDU, NC",64,45,26,35,-8,-65,212,64,59,50,53,623,490,30,"10208 CERNY ST, RALEIGH, NC 27617",35.9019027,-78.8004768
FirstName181 LastName181,FirstName181,LastName181,Specialty1,UNC PRIMARY AND SPECIALTY CARE AT BRIER CREEK,RALEIGH,NC,28062,Target,3,"RDU, NC",275,138,19,0,4,17,614,8,7,39,86,278,214,11,"10208 CERNY ST, RALEIGH, NC 27617",35.9019027,-78.8004768
FirstName182 LastName182,FirstName182,LastName182,Specialty6,SENTINEL PRIMARY CARE,RALEIGH,NC,29334,,1,"RDU, NC",103,361,4,37,-6,-13,310,444,84,60,72,580,31,59,"10208 CERNY ST, RALEIGH, NC 27617",35.9019027,-78.8004768
